platform,item_id,title,price,currency,condition,brand,size,seller,location,image_url,url,listed_at,fetched_at,search_query
ebay,v1|306819058318|0,Allsaints Den Biker Black Sheep Leather Racer Bomber Full Zip Jacket Size Small,74.99,GBP,Pre-owned - Good,,,jaffacakes123ben,GB,,https://www.ebay.co.uk/itm/306819058318?_skw=All+Saints+Leather+Jacket&hash=item476fd74a8e:g:gpIAAeSwvdFoRoS3,,2026-03-16T23:23:18.074988+00:00,All Saints Leather Jacket
ebay,v1|257404570266|0,ALL SAINTS Leather Jacket Mens LARGE Black Biker Bomber Celebrity Grail PHEONIX,259.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404570266?_skw=All+Saints+Leather+Jacket&hash=item3bee820a9a:g:SLUAAeSw-qNoyAkb,,2026-03-16T23:23:18.074990+00:00,All Saints Leather Jacket
ebay,v1|257404558949|0,ALL SAINTS Leather Jacket Mens LARGE Black Biker Bomber Celebrity Grail RONVER,249.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404558949?_skw=All+Saints+Leather+Jacket&hash=item3bee81de65:g:O5YAAeSwPKpocNY7,,2026-03-16T23:23:18.074996+00:00,All Saints Leather Jacket
ebay,v1|257404570268|0,ALL SAINTS Leather Jacket Mens EXTRA LARGE Black XL Biker Bomber Celebrity CLAY,259.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404570268?_skw=All+Saints+Leather+Jacket&hash=item3bee820a9c:g:idgAAOSwrMdnJKU6,,2026-03-16T23:23:18.074999+00:00,All Saints Leather Jacket
ebay,v1|306819354434|0,AllSaints Balfern Studded Distressed Black Sheep Leather Biker Punk Jacket Uk 10,99.99,GBP,Pre-owned - Good,,,reloved_planet,GB,,https://www.ebay.co.uk/itm/306819354434?_skw=All+Saints+Leather+Jacket&hash=item476fdbcf42:g:Qc4AAeSw2Mtps8YK,,2026-03-16T23:23:18.075004+00:00,All Saints Leather Jacket
ebay,v1|257404570259|0,ALL SAINTS Leather Jacket Mens Black Biker Bomber Celebrity Grail SAMPLE,269.99,GBP,Pre-owned - Good,,,londonink,GB,,https://www.ebay.co.uk/itm/257404570259?_skw=All+Saints+Leather+Jacket&hash=item3bee820a93:g:P2IAAOSwIqhmH9uN,,2026-03-16T23:23:18.075009+00:00,All Saints Leather Jacket
ebay,v1|257404558948|0,ALL SAINTS Leather Jacket Mens 2XL Black Suede XXL Hooded Bomber Celebrity KAIRO,249.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404558948?_skw=All+Saints+Leather+Jacket&hash=item3bee81de64:g:at8AAeSweTxozVVb,,2026-03-16T23:23:18.075012+00:00,All Saints Leather Jacket
ebay,v1|257404570250|0,ALL SAINTS Leather Blazer Jacket Mens SMALL Black Suede Celebrity Grail HOKU,299.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257404570250?_skw=All+Saints+Leather+Jacket&hash=item3bee820a8a:g:fm4AAeSwKBBpmLtr,,2026-03-16T23:23:18.075014+00:00,All Saints Leather Jacket
ebay,v1|257404517182|0,AllSaints Spitalfields Brown Distressed Leather Biker Jacket Mens Medium Pockets,119.99,GBP,Pre-owned - Good,,,freehandportraits,GB,,https://www.ebay.co.uk/itm/257404517182?_skw=All+Saints+Leather+Jacket&hash=item3bee813b3e:g:IIEAAeSwi~Jps64b,,2026-03-16T23:23:18.075017+00:00,All Saints Leather Jacket
ebay,v1|117085161446|0,AllSaints Belfort Blazer Jacket Mens Medium Navy Blue Quilted Wool Leather Coat,79.95,GBP,Pre-owned - Excellent,,,boldfinds,GB,,https://www.ebay.co.uk/itm/117085161446?_skw=All+Saints+Leather+Jacket&hash=item1b42d1c7e6:g:p5wAAeSwlJNprtr5,,2026-03-16T23:23:18.075023+00:00,All Saints Leather Jacket
ebay,v1|117085161451|0,Allsaints Manta Bomber Jacket Mens Medium Green Khaki Nylon Leather Sleeves Zip,79.95,GBP,Pre-owned - Excellent,,,boldfinds,GB,,https://www.ebay.co.uk/itm/117085161451?_skw=All+Saints+Leather+Jacket&hash=item1b42d1c7eb:g:8q0AAeSw9KNprtf6,,2026-03-16T23:23:18.075026+00:00,All Saints Leather Jacket
ebay,v1|177955085730|0,ALL SAINTS Byward Shearling Leather Jacket Small Mens Sheepskin Coat Allsaints,249.00,GBP,Pre-owned - Good,,,belstaff2watch,GB,,https://www.ebay.co.uk/itm/177955085730?_skw=All+Saints+Leather+Jacket&hash=item296ef31da2:g:TIUAAeSwOpVpcfEB,,2026-03-16T23:23:18.075029+00:00,All Saints Leather Jacket
ebay,v1|267603259385|0,ALL SAINTS KIRK BOMBER Goat Suede Leather Jacket Black Camo Biker Size Large,149.99,GBP,Pre-owned - Good,,,aladdinssheduk,GB,,https://www.ebay.co.uk/itm/267603259385?_skw=All+Saints+Leather+Jacket&hash=item3e4e65aff9:g:IlEAAOSw8V5m799K,,2026-03-16T23:23:18.075031+00:00,All Saints Leather Jacket
ebay,v1|257403499198|0,ALL SAINTS Leather Shirt Jacket Mens EXTRA LARGE Black Biker Celebrity POSTNOON,149.99,GBP,Pre-owned - Good,,,londonink,GB,,https://www.ebay.co.uk/itm/257403499198?_skw=All+Saints+Leather+Jacket&hash=item3bee71b2be:g:i3AAAOSwYWRoIgCh,,2026-03-16T23:23:18.075034+00:00,All Saints Leather Jacket
ebay,v1|257403499191|0,ALL SAINTS Leather Jacket Mens SMALL Grey Biker Bomber Celebrity Grail STONES,99.99,GBP,Pre-owned - Good,,,londonink,GB,,https://www.ebay.co.uk/itm/257403499191?_skw=All+Saints+Leather+Jacket&hash=item3bee71b2b7:g:HscAAOSw9uhoLFof,,2026-03-16T23:23:18.075037+00:00,All Saints Leather Jacket
ebay,v1|257403499195|0,ALL SAINTS Leather Jacket Mens SMALL Black Biker Bomber Celebrity Grail WOODLEY,219.99,GBP,Pre-owned - Excellent,,,londonink,GB,,https://www.ebay.co.uk/itm/257403499195?_skw=All+Saints+Leather+Jacket&hash=item3bee71b2bb:g:lysAAOSwWzNoKzc4,,2026-03-16T23:23:18.075040+00:00,All Saints Leather Jacket
ebay,v1|117084417458|0,AllSaints Spitalfields Monster Black Leather Jacket Medium SS08 Season,109.99,GBP,Pre-owned - Excellent,,,heritageweft,GB,,https://www.ebay.co.uk/itm/117084417458?_skw=All+Saints+Leather+Jacket&hash=item1b42c66db2:g:YIcAAeSwY~FpjigH,,2026-03-16T23:23:18.075043+00:00,All Saints Leather Jacket
ebay,v1|117084415036|0,AllSaints Black Leather Channel Bomber Jacket XL Fit 44R,104.99,GBP,Pre-owned - Excellent,,,heritageweft,GB,,https://www.ebay.co.uk/itm/117084415036?_skw=All+Saints+Leather+Jacket&hash=item1b42c6643c:g:6p0AAeSwhA5pjhy6,,2026-03-16T23:23:18.075046+00:00,All Saints Leather Jacket
